Subject Name,Characteristics,Lab Subject,Type of Subject,Duration,Requirements,Learning Background,Learning Style,Learning Ability,Teacher Experience,Teaching Pattern,Lab Facility
Machine Design,Design-oriented,No,Core,40,Lab,PhD,Reflective,High,Experienced,Expert,Not Available
Heat Transfer,Design-oriented,Yes,Core,30,Lab,UG,Reflective,Low,Intermediate,Problem Solving,Available
Heat Transfer,Experimental,No,Elective,50,Theoretical,PhD,Field-Dependent,High,Intermediate,Delegator,Available
Computer-Aided Design (CAD),Analytical,No,Core,20,Theoretical,PG,Abstract,Low,Intermediate,Global,Available
Machine Design,Analytical,No,Core,40,Theoretical,UG,Field-Independent,Medium,Experienced,Problem Solving,Available
Thermodynamics,Design-oriented,Yes,Core,50,Theoretical,PG,Kinesthetic,High,Experienced,Didactic,Not Available
Manufacturing Processes,Analytical,Yes,Core,40,Lab,PG,Impulsive,Medium,New,Discipline-Centered,Available
Mechatronics,Analytical,No,Core,20,Lab,PhD,Concrete,Low,Experienced,Facilitative,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,20,Lab,UG,Tactile,Medium,Experienced,Delegator,Available
Machine Design,Experimental,Yes,Elective,30,Theoretical,UG,Field-Dependent,Low,Experienced,Problem Solving,Available
Fluid Mechanics,Design-oriented,No,Core,50,Theoretical,UG,Sequential,Medium,Intermediate,Direct Teaching,Not Available
Heat Transfer,Design-oriented,Yes,Core,10,Lab,PhD,Visual,Low,Intermediate,Local,Not Available
Manufacturing Processes,Analytical,No,Core,40,Lab,UG,Abstract,Low,Intermediate,Local,Not Available
Computer-Aided Design (CAD),Analytical,No,Elective,30,Theoretical,PhD,Global,Medium,Experienced,Student-Centered,Not Available
Fluid Mechanics,Experimental,No,Core,30,Theoretical,PG,Global,High,Experienced,Conservative,Not Available
Mechatronics,Experimental,No,Core,30,Lab,PG,Abstract,Low,Intermediate,Group Approach,Available
Control Systems,Design-oriented,Yes,Elective,40,Lab,PhD,Reflective,Low,New,Discipline-Centered,Available
Heat Transfer,Analytical,Yes,Elective,40,Lab,PhD,Impulsive,High,Experienced,Liberal,Not Available
Manufacturing Processes,Design-oriented,Yes,Elective,40,Lab,PG,Visual,Low,Experienced,Executive,Available
Control Systems,Experimental,Yes,Core,20,Theoretical,PG,Kinesthetic,Low,Intermediate,Indirect Teaching,Available
Mechanics of Materials,Experimental,Yes,Elective,50,Lab,PG,Intuitive,High,Intermediate,Teacher-Centered,Available
Thermodynamics,Experimental,Yes,Core,10,Theoretical,PhD,Reflective,Medium,New,Legislative,Not Available
Mechanics of Materials,Design-oriented,No,Elective,30,Lab,UG,Impulsive,Low,Intermediate,Discipline-Centered,Available
Mechanics of Materials,Design-oriented,No,Core,20,Lab,UG,Field-Dependent,Low,Intermediate,Personal Model,Not Available
Computer-Aided Design (CAD),Analytical,No,Elective,40,Lab,UG,Field-Independent,High,Experienced,Conservative,Available
Manufacturing Processes,Analytical,No,Elective,10,Lab,PhD,Concrete,Medium,New,Discipline-Centered,Available
Manufacturing Processes,Experimental,Yes,Elective,30,Lab,PG,Auditory,Low,Intermediate,Local,Available
Control Systems,Experimental,No,Core,40,Theoretical,PG,Impulsive,Low,Intermediate,Local,Available
Mechatronics,Design-oriented,Yes,Elective,30,Lab,PG,Tactile,Low,Intermediate,Judicial,Available
Computer-Aided Design (CAD),Experimental,Yes,Core,40,Lab,PG,Field-Independent,Low,Experienced,Teacher-Centered,Available
Machine Design,Experimental,Yes,Core,40,Lab,UG,Field-Dependent,Medium,Experienced,Formal Authority,Not Available
Thermodynamics,Analytical,Yes,Core,40,Theoretical,PhD,Reflective,Medium,Experienced,Local,Available
Heat Transfer,Experimental,Yes,Elective,20,Lab,PG,Global,Medium,New,Problem Solving,Not Available
Mechanics of Materials,Experimental,Yes,Elective,40,Theoretical,PG,Active,Low,New,Student-Centered,Not Available
Mechatronics,Experimental,Yes,Elective,50,Theoretical,UG,Abstract,High,Intermediate,Discipline-Centered,Available
Manufacturing Processes,Design-oriented,No,Elective,20,Lab,PhD,Active,Medium,New,Peer Teaching,Available
Mechatronics,Design-oriented,No,Elective,50,Lab,UG,Auditory,Medium,New,Local,Available
Heat Transfer,Design-oriented,No,Elective,10,Theoretical,PG,Field-Independent,Medium,Intermediate,Personal Model,Available
Heat Transfer,Analytical,Yes,Elective,30,Theoretical,PhD,Visual,Medium,Intermediate,Direct Teaching,Not Available
Mechatronics,Analytical,Yes,Elective,10,Theoretical,PG,Concrete,High,Experienced,Global,Not Available
Heat Transfer,Analytical,Yes,Elective,10,Theoretical,PhD,Visual,Low,Intermediate,Discipline-Centered,Available
Computer-Aided Design (CAD),Experimental,Yes,Elective,30,Theoretical,PG,Reflective,High,New,Peer Teaching,Available
Manufacturing Processes,Design-oriented,Yes,Core,40,Theoretical,PG,Sequential,Medium,Experienced,Indirect Teaching,Not Available
Thermodynamics,Design-oriented,No,Core,40,Lab,PG,Abstract,Medium,New,Local,Not Available
Mechatronics,Design-oriented,Yes,Core,30,Lab,PhD,Auditory,High,Intermediate,Expert,Not Available
Thermodynamics,Experimental,Yes,Core,40,Lab,PhD,Tactile,High,Experienced,Facilitator,Not Available
Engineering Mechanics,Experimental,No,Core,30,Lab,PG,Abstract,Low,New,Facilitator,Not Available
Mechatronics,Design-oriented,Yes,Core,40,Lab,UG,Field-Independent,High,Intermediate,Teacher-Centered,Not Available
Control Systems,Design-oriented,No,Core,30,Theoretical,PhD,Field-Independent,High,Intermediate,Facilitator,Not Available
Heat Transfer,Experimental,No,Core,20,Lab,PG,Intuitive,Low,Experienced,Indirect Teaching,Not Available
Thermodynamics,Analytical,Yes,Core,40,Lab,PhD,Abstract,Medium,New,Socratic,Available
Manufacturing Processes,Experimental,Yes,Elective,30,Lab,PG,Active,High,New,Legislative,Not Available
Heat Transfer,Analytical,No,Core,30,Lab,PG,Abstract,Low,New,Group Approach,Available
Heat Transfer,Analytical,Yes,Elective,50,Lab,PhD,Auditory,High,Experienced,Facilitator,Available
Thermodynamics,Design-oriented,No,Core,30,Theoretical,UG,Global,High,New,Indirect Teaching,Available
Manufacturing Processes,Design-oriented,No,Core,20,Theoretical,UG,Global,High,New,Group Approach,Available
Mechatronics,Experimental,Yes,Elective,10,Lab,UG,Auditory,High,Intermediate,Legislative,Not Available
Fluid Mechanics,Analytical,Yes,Core,30,Lab,UG,Sequential,Medium,Experienced,Legislative,Available
Mechatronics,Experimental,No,Elective,20,Lab,UG,Concrete,Low,Intermediate,Direct Teaching,Not Available
Machine Design,Experimental,Yes,Elective,50,Lab,PG,Global,High,Experienced,Teacher-Centered,Not Available
Manufacturing Processes,Experimental,Yes,Core,20,Lab,PhD,Tactile,High,New,Local,Not Available
Mechanics of Materials,Experimental,Yes,Core,20,Lab,PG,Kinesthetic,High,New,Socratic,Available
Manufacturing Processes,Analytical,No,Core,40,Lab,UG,Field-Dependent,High,Experienced,Group Approach,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Core,50,Lab,UG,Tactile,Medium,Experienced,Peer Teaching,Not Available
Control Systems,Experimental,No,Core,50,Lab,UG,Reflective,High,Intermediate,Global,Not Available
Engineering Mechanics,Experimental,Yes,Elective,30,Lab,PG,Concrete,High,Intermediate,Problem Solving,Available
Control Systems,Analytical,No,Core,20,Lab,PhD,Active,Low,New,Facilitator,Available
Engineering Mechanics,Design-oriented,Yes,Elective,30,Theoretical,PG,Concrete,High,Experienced,Facilitator,Available
Computer-Aided Design (CAD),Analytical,No,Elective,20,Theoretical,PG,Field-Dependent,Low,Experienced,Legislative,Not Available
Heat Transfer,Analytical,Yes,Elective,50,Theoretical,PG,Global,Low,Intermediate,Indirect Teaching,Available
Heat Transfer,Design-oriented,Yes,Elective,30,Lab,PhD,Intuitive,Low,Intermediate,Judicial,Available
Mechanics of Materials,Analytical,No,Elective,30,Theoretical,PhD,Tactile,Medium,New,Facilitator,Not Available
Machine Design,Design-oriented,Yes,Core,20,Lab,PhD,Concrete,Low,Experienced,Judicial,Available
Computer-Aided Design (CAD),Analytical,No,Core,50,Theoretical,UG,Abstract,High,New,Discipline-Centered,Available
Engineering Mechanics,Experimental,No,Core,50,Lab,PG,Active,High,Intermediate,Discipline-Centered,Available
Mechatronics,Experimental,Yes,Core,20,Lab,PhD,Sequential,High,New,Socratic,Not Available
Mechatronics,Experimental,No,Elective,50,Theoretical,PG,Kinesthetic,High,New,Discipline-Centered,Not Available
Mechanics of Materials,Design-oriented,No,Core,20,Theoretical,PhD,Abstract,Low,Intermediate,Indirect Teaching,Available
Thermodynamics,Experimental,Yes,Elective,10,Lab,UG,Sequential,Low,Intermediate,Local,Available
Engineering Mechanics,Design-oriented,No,Core,20,Lab,PG,Global,High,Experienced,Personal Model,Not Available
Mechanics of Materials,Experimental,No,Elective,10,Theoretical,UG,Reflective,Medium,Intermediate,Student-Centered,Available
Manufacturing Processes,Experimental,Yes,Core,10,Theoretical,PG,Kinesthetic,Medium,Experienced,Peer Teaching,Not Available
Thermodynamics,Design-oriented,Yes,Elective,40,Theoretical,UG,Global,Low,Intermediate,Local,Available
Mechanics of Materials,Analytical,Yes,Core,30,Theoretical,PhD,Abstract,High,New,Local,Available
Engineering Mechanics,Experimental,No,Elective,20,Theoretical,PG,Global,Low,New,Indirect Teaching,Available
Fluid Mechanics,Analytical,No,Core,20,Theoretical,PG,Abstract,Medium,Intermediate,Facilitative,Not Available
Mechatronics,Analytical,No,Core,20,Theoretical,UG,Auditory,Medium,Intermediate,Judicial,Not Available
Manufacturing Processes,Analytical,Yes,Elective,10,Lab,PG,Field-Dependent,Low,Intermediate,Facilitator,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Core,40,Theoretical,PG,Reflective,Medium,Intermediate,Expert,Not Available
Manufacturing Processes,Analytical,Yes,Elective,40,Theoretical,UG,Reflective,High,New,Discipline-Centered,Available
Computer-Aided Design (CAD),Design-oriented,No,Elective,20,Theoretical,PhD,Intuitive,Medium,New,Direct Teaching,Available
Fluid Mechanics,Design-oriented,Yes,Elective,10,Lab,PG,Reflective,Low,New,Socratic,Available
Mechatronics,Design-oriented,No,Elective,20,Theoretical,UG,Kinesthetic,Medium,Intermediate,Formal Authority,Not Available
Mechanics of Materials,Design-oriented,Yes,Core,40,Lab,UG,Field-Dependent,Medium,Intermediate,Conservative,Available
Manufacturing Processes,Experimental,Yes,Elective,30,Theoretical,PhD,Visual,High,Intermediate,Facilitative,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,50,Theoretical,UG,Global,High,New,Legislative,Not Available
Heat Transfer,Design-oriented,Yes,Elective,50,Lab,PhD,Global,Low,Intermediate,Direct Teaching,Not Available
Mechatronics,Design-oriented,Yes,Elective,30,Lab,PG,Reflective,High,Intermediate,Student-Centered,Available
Thermodynamics,Design-oriented,No,Core,50,Theoretical,UG,Field-Independent,Medium,Intermediate,Didactic,Available
Thermodynamics,Analytical,No,Elective,40,Theoretical,UG,Field-Independent,High,New,Facilitator,Not Available
Control Systems,Experimental,No,Core,40,Lab,PG,Field-Dependent,Medium,New,Local,Not Available
Control Systems,Design-oriented,No,Elective,50,Lab,PhD,Active,Low,New,Group Approach,Not Available
Mechanics of Materials,Design-oriented,No,Elective,20,Theoretical,PG,Reflective,Medium,Experienced,Formal Authority,Available
Mechatronics,Analytical,No,Core,40,Lab,PhD,Field-Dependent,High,New,Liberal,Not Available
Machine Design,Experimental,No,Core,30,Theoretical,PhD,Sequential,High,Experienced,Group Approach,Available
Machine Design,Design-oriented,No,Elective,50,Lab,PG,Field-Dependent,High,New,Indirect Teaching,Available
Control Systems,Analytical,No,Core,20,Theoretical,PG,Active,Low,Intermediate,Formal Authority,Available
Manufacturing Processes,Experimental,Yes,Elective,40,Theoretical,UG,Auditory,Low,New,Expert,Available
Control Systems,Design-oriented,Yes,Core,10,Lab,UG,Tactile,Low,New,Local,Available
Mechanics of Materials,Experimental,No,Elective,50,Theoretical,PhD,Active,Low,New,Teacher-Centered,Not Available
Engineering Mechanics,Experimental,Yes,Core,20,Lab,UG,Kinesthetic,Medium,New,Problem Solving,Available
Manufacturing Processes,Design-oriented,Yes,Elective,50,Lab,PhD,Field-Independent,High,New,Discipline-Centered,Available
Machine Design,Analytical,No,Elective,10,Theoretical,PG,Reflective,Low,Experienced,Local,Not Available
Fluid Mechanics,Analytical,Yes,Core,30,Lab,PG,Kinesthetic,Low,New,Didactic,Available
Fluid Mechanics,Design-oriented,No,Core,20,Theoretical,PhD,Global,Low,New,Delegator,Available
Heat Transfer,Experimental,Yes,Core,10,Theoretical,UG,Field-Independent,Medium,Intermediate,Group Approach,Available
Machine Design,Experimental,No,Core,50,Theoretical,PG,Intuitive,Low,New,Problem Solving,Not Available
Heat Transfer,Analytical,No,Elective,50,Theoretical,UG,Abstract,Low,Experienced,Teacher-Centered,Not Available
Machine Design,Experimental,No,Core,20,Theoretical,PhD,Global,Medium,Intermediate,Student-Centered,Available
Control Systems,Experimental,Yes,Elective,50,Theoretical,PhD,Auditory,Medium,New,Student-Centered,Available
Heat Transfer,Analytical,No,Core,30,Theoretical,UG,Auditory,Low,New,Executive,Available
Computer-Aided Design (CAD),Analytical,Yes,Core,10,Theoretical,PG,Abstract,Low,New,Socratic,Not Available
Mechanics of Materials,Design-oriented,No,Elective,10,Theoretical,UG,Active,Medium,Experienced,Didactic,Not Available
Manufacturing Processes,Design-oriented,No,Core,30,Lab,UG,Visual,Low,New,Indirect Teaching,Available
Engineering Mechanics,Experimental,Yes,Elective,30,Theoretical,PhD,Concrete,Medium,Experienced,Teacher-Centered,Available
Engineering Mechanics,Analytical,Yes,Elective,10,Lab,UG,Field-Independent,Low,Intermediate,Global,Not Available
Fluid Mechanics,Experimental,No,Elective,50,Theoretical,PhD,Reflective,Low,Intermediate,Formal Authority,Not Available
Fluid Mechanics,Design-oriented,Yes,Elective,40,Lab,PG,Concrete,Low,Intermediate,Problem Solving,Not Available
Heat Transfer,Experimental,No,Core,10,Lab,PhD,Tactile,High,New,Facilitator,Not Available
Engineering Mechanics,Experimental,No,Core,40,Lab,UG,Auditory,High,Experienced,Local,Available
Control Systems,Design-oriented,No,Elective,40,Lab,PG,Global,High,Experienced,Discipline-Centered,Available
Fluid Mechanics,Experimental,Yes,Core,10,Lab,UG,Auditory,Low,Experienced,Problem Solving,Not Available
Control Systems,Analytical,No,Core,20,Theoretical,PhD,Sequential,High,Experienced,Formal Authority,Not Available
Machine Design,Design-oriented,No,Core,30,Lab,PG,Abstract,Low,Intermediate,Problem Solving,Available
Computer-Aided Design (CAD),Analytical,No,Elective,40,Theoretical,PG,Concrete,High,New,Conservative,Available
Mechatronics,Experimental,Yes,Core,50,Lab,PhD,Concrete,Medium,Experienced,Socratic,Available
Machine Design,Experimental,No,Elective,40,Theoretical,PhD,Intuitive,Low,New,Didactic,Not Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Lab,UG,Global,Medium,Intermediate,Indirect Teaching,Not Available
Mechanics of Materials,Experimental,No,Elective,10,Lab,PG,Concrete,High,New,Executive,Available
Heat Transfer,Design-oriented,Yes,Core,50,Lab,PG,Abstract,Medium,Experienced,Socratic,Available
Manufacturing Processes,Analytical,No,Elective,20,Lab,UG,Auditory,Medium,Experienced,Executive,Not Available
Mechatronics,Design-oriented,Yes,Core,10,Theoretical,PG,Reflective,Medium,Intermediate,Indirect Teaching,Available
Thermodynamics,Experimental,Yes,Core,20,Lab,PhD,Sequential,High,Intermediate,Indirect Teaching,Available
Heat Transfer,Analytical,No,Core,50,Lab,PG,Reflective,Low,Intermediate,Facilitator,Available
Engineering Mechanics,Design-oriented,No,Core,20,Lab,PG,Abstract,Low,Experienced,Local,Available
Heat Transfer,Analytical,No,Elective,20,Lab,UG,Tactile,Low,Experienced,Problem Solving,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Core,20,Lab,UG,Field-Independent,Medium,New,Liberal,Available
Control Systems,Experimental,Yes,Elective,30,Theoretical,PhD,Sequential,High,Intermediate,Group Approach,Not Available
Control Systems,Analytical,No,Core,30,Theoretical,PhD,Abstract,Medium,Experienced,Liberal,Not Available
Engineering Mechanics,Experimental,No,Core,50,Theoretical,PG,Intuitive,Medium,Experienced,Expert,Available
Machine Design,Experimental,No,Core,50,Theoretical,UG,Field-Independent,Low,Experienced,Liberal,Not Available
Control Systems,Experimental,No,Core,30,Theoretical,PG,Kinesthetic,High,Intermediate,Facilitator,Not Available
Computer-Aided Design (CAD),Analytical,No,Core,10,Lab,UG,Tactile,Low,Intermediate,Conservative,Available
Mechatronics,Experimental,Yes,Elective,40,Theoretical,UG,Reflective,Medium,Experienced,Global,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,10,Lab,PhD,Field-Dependent,Medium,Intermediate,Discipline-Centered,Not Available
Mechanics of Materials,Design-oriented,No,Core,30,Lab,PG,Auditory,High,New,Direct Teaching,Available
Control Systems,Design-oriented,Yes,Elective,40,Lab,PG,Global,High,New,Global,Not Available
Mechanics of Materials,Analytical,Yes,Core,20,Theoretical,PhD,Field-Dependent,High,Experienced,Socratic,Available
Control Systems,Experimental,No,Core,40,Lab,PhD,Concrete,Low,Experienced,Teacher-Centered,Not Available
Heat Transfer,Design-oriented,No,Core,50,Theoretical,PG,Kinesthetic,Low,New,Conservative,Available
Control Systems,Experimental,Yes,Elective,40,Lab,UG,Field-Dependent,High,Intermediate,Global,Not Available
Heat Transfer,Design-oriented,No,Core,10,Lab,PG,Kinesthetic,Medium,Intermediate,Problem Solving,Not Available
Thermodynamics,Analytical,Yes,Core,50,Theoretical,PG,Field-Independent,Medium,Experienced,Group Approach,Available
Control Systems,Design-oriented,Yes,Core,40,Theoretical,PG,Visual,Medium,Intermediate,Personal Model,Available
Engineering Mechanics,Experimental,Yes,Core,30,Theoretical,PG,Active,High,Intermediate,Group Approach,Not Available
